Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,Luka Dončić,26.0,LAL,PG,11.0,11.0,36.8,10.6,22.5,0.472,3.5,10.9,0.317,7.2,11.6,0.617,0.548,9.9,12.5,0.79,0.8,7.7,8.5,9.0,1.9,0.5,4.1,2.6,34.6,
2,Shai Gilgeous-Alexander,27.0,OKC,PG,16.0,16.0,33.4,10.8,20.4,0.529,2.2,5.7,0.385,8.6,14.8,0.585,0.583,8.2,9.1,0.897,0.5,4.6,5.1,6.5,1.5,0.9,1.8,1.8,32.0,
3,Tyrese Maxey,25.0,PHI,PG,14.0,14.0,40.3,10.6,22.9,0.461,3.9,9.3,0.423,6.6,13.6,0.487,0.547,6.9,7.8,0.881,0.4,4.4,4.7,7.8,1.5,0.8,2.6,2.4,31.9,
4,Giannis Antetokounmpo,31.0,MIL,PF,13.0,13.0,31.8,12.0,19.1,0.629,0.7,1.4,0.5,11.3,17.7,0.639,0.647,6.5,10.2,0.636,3.7,7.2,10.8,6.8,0.9,1.2,3.5,2.6,31.2,
5,Lauri Markkanen,28.0,UTA,PF,14.0,14.0,35.9,10.4,21.5,0.485,3.7,9.6,0.385,6.7,11.9,0.566,0.571,6.1,6.9,0.885,2.3,3.8,6.1,2.1,1.0,0.5,1.4,2.1,30.6,
6,Donovan Mitchell,29.0,CLE,SG,14.0,14.0,34.1,10.2,20.1,0.507,3.9,10.2,0.385,6.3,9.9,0.633,0.605,5.9,7.1,0.828,0.7,3.8,4.5,5.3,1.5,0.4,3.3,2.3,30.2,
7,Nikola Jokić,30.0,DEN,C,14.0,14.0,34.5,10.9,16.9,0.641,1.9,4.6,0.4,9.0,12.3,0.733,0.696,5.6,6.5,0.857,3.1,10.1,13.2,11.1,1.7,0.8,3.6,2.9,29.1,
8,Austin Reaves,27.0,LAL,SG,12.0,12.0,36.1,8.5,17.3,0.49,2.6,7.9,0.326,5.9,9.4,0.628,0.565,8.5,9.8,0.872,0.7,4.4,5.1,7.6,1.3,0.1,3.4,2.5,28.1,
9,Jalen Brunson,29.0,NYK,PG,12.0,12.0,34.0,9.8,21.0,0.468,2.8,7.6,0.363,7.1,13.4,0.528,0.534,5.6,6.6,0.848,0.4,3.1,3.5,6.4,0.8,0.1,2.6,2.8,28.0,
10,Stephen Curry,37.0,GSW,PG,13.0,13.0,30.8,8.9,19.2,0.464,4.5,11.5,0.389,4.5,7.8,0.574,0.58,5.6,6.2,0.913,0.2,3.4,3.6,4.1,1.5,0.4,2.8,2.2,27.9,
11,Devin Booker,29.0,PHO,SG,15.0,15.0,35.3,9.5,19.3,0.493,1.9,5.6,0.345,7.6,13.7,0.553,0.543,6.8,7.5,0.903,1.1,3.1,4.2,6.9,0.9,0.3,3.8,2.8,27.8,
12,Bennedict Mathurin,23.0,IND,SF,4.0,4.0,33.0,7.8,15.0,0.517,2.5,6.0,0.417,5.3,9.0,0.583,0.6,9.8,12.3,0.796,1.5,5.8,7.3,2.3,0.5,0.0,2.5,3.3,27.8,
13,Jaylen Brown,29.0,BOS,SF,15.0,15.0,32.1,10.4,20.7,0.503,2.0,5.7,0.349,8.4,14.9,0.563,0.552,4.7,6.1,0.772,0.9,4.6,5.5,4.1,0.8,0.3,3.5,3.1,27.5,
14,Cade Cunningham,24.0,DET,PG,12.0,12.0,36.8,9.7,22.2,0.436,1.8,6.7,0.275,7.8,15.5,0.505,0.477,6.1,7.5,0.811,1.0,4.4,5.4,9.9,1.4,0.8,3.6,3.8,27.3,
15,James Harden,36.0,LAC,PG,13.0,13.0,36.2,7.6,17.5,0.436,3.6,9.6,0.376,4.0,7.8,0.51,0.54,7.3,7.9,0.922,0.6,5.7,6.3,8.7,0.9,0.5,3.8,1.9,26.2,
16,Victor Wembanyama,22.0,SAS,C,12.0,12.0,34.7,9.3,18.4,0.502,1.7,4.8,0.345,7.6,13.6,0.558,0.548,6.0,7.0,0.857,2.0,10.9,12.9,4.0,1.1,3.6,3.6,3.7,26.2,
17,Coby White,25.0,CHI,SG,2.0,0.0,29.0,7.0,15.5,0.452,4.0,8.5,0.471,3.0,7.0,0.429,0.581,8.0,8.5,0.941,0.0,2.5,2.5,7.5,1.5,0.0,3.0,2.5,26.0,
18,Deni Avdija,25.0,POR,SF,15.0,15.0,34.0,8.4,17.3,0.485,2.5,6.7,0.376,5.9,10.6,0.553,0.558,6.6,7.9,0.832,1.3,5.5,6.7,5.2,0.6,0.8,3.4,3.5,25.9,
19,Kevin Durant,37.0,HOU,SF,13.0,13.0,36.2,8.5,17.2,0.496,1.8,4.7,0.377,6.8,12.5,0.54,0.547,6.6,7.5,0.887,0.3,4.2,4.5,3.4,0.9,0.6,3.1,2.7,25.5,
20,Norman Powell,32.0,MIA,SG,12.0,12.0,31.1,8.2,16.5,0.495,3.3,6.9,0.47,4.9,9.6,0.513,0.593,5.8,6.3,0.933,0.3,3.8,4.0,2.5,1.2,0.2,2.1,2.4,25.4,
21,Anthony Edwards,24.0,MIN,SG,11.0,11.0,30.8,8.4,18.5,0.451,2.9,8.0,0.364,5.5,10.5,0.517,0.529,5.5,6.4,0.871,1.0,3.3,4.3,3.5,1.3,0.6,2.3,1.7,25.2,
22,Julius Randle,31.0,MIN,PF,15.0,15.0,33.1,8.6,16.4,0.524,1.8,4.9,0.37,6.8,11.5,0.59,0.579,6.0,7.2,0.833,1.5,6.0,7.5,6.1,1.2,0.2,2.4,2.5,25.0,
23,Pascal Siakam,31.0,IND,PF,14.0,14.0,35.0,8.7,19.0,0.459,1.9,5.5,0.351,6.8,13.5,0.503,0.509,5.4,7.9,0.682,1.6,5.2,6.9,4.9,1.1,0.4,2.4,3.2,24.7,
24,Kawhi Leonard,34.0,LAC,SF,6.0,6.0,33.5,8.8,17.5,0.505,2.3,5.8,0.4,6.5,11.7,0.557,0.571,4.3,4.5,0.963,0.8,4.8,5.7,3.5,2.5,0.7,1.8,1.2,24.3,
25,Michael Porter Jr.,27.0,BRK,SF,13.0,13.0,32.6,8.5,18.0,0.474,3.2,8.8,0.36,5.4,9.2,0.583,0.562,3.9,4.5,0.864,1.2,6.5,7.7,3.2,0.8,0.2,2.2,2.2,24.2,
26,Alperen Şengün,23.0,HOU,C,13.0,13.0,36.9,8.2,16.8,0.489,1.3,2.9,0.447,6.9,13.9,0.497,0.527,5.6,7.5,0.745,3.1,7.3,10.4,7.4,1.2,1.0,3.5,3.2,23.4,
27,Keyonte George,22.0,UTA,PG,14.0,14.0,34.4,7.1,16.7,0.427,2.0,6.9,0.292,5.1,9.9,0.522,0.487,6.7,7.2,0.931,0.6,3.3,3.9,7.1,1.1,0.3,3.4,2.3,23.0,
28,Franz Wagner,24.0,ORL,SF,15.0,15.0,35.9,7.5,16.5,0.457,1.7,4.9,0.342,5.9,11.6,0.506,0.508,6.1,7.3,0.835,1.8,4.6,6.4,3.8,1.1,0.5,2.0,2.6,22.8,
29,De'Aaron Fox,28.0,SAS,PG,6.0,6.0,34.0,8.8,17.3,0.51,2.5,6.7,0.375,6.3,10.7,0.594,0.582,2.5,2.8,0.882,1.2,2.0,3.2,6.2,1.2,0.3,3.7,2.7,22.7,
30,Shaedon Sharpe,22.0,POR,SG,14.0,14.0,28.6,8.2,18.7,0.439,1.8,6.9,0.258,6.4,11.8,0.545,0.487,4.4,5.4,0.803,1.4,3.6,5.0,2.1,1.4,0.2,2.8,2.1,22.6,
31,Jamal Murray,28.0,DEN,PG,13.0,13.0,34.5,8.1,17.5,0.461,2.5,7.0,0.352,5.6,10.5,0.533,0.531,3.9,4.2,0.927,0.5,4.6,5.2,6.2,1.2,0.2,2.4,1.6,22.5,
32,Miles Bridges,27.0,CHO,PF,15.0,15.0,35.3,7.5,17.7,0.423,3.3,9.0,0.363,4.2,8.7,0.485,0.515,4.1,4.5,0.897,1.2,5.7,6.9,3.8,0.7,0.5,1.5,2.1,22.3,
33,Jalen Johnson,24.0,ATL,SF,13.0,13.0,33.4,8.4,14.6,0.574,1.2,3.2,0.381,7.2,11.4,0.628,0.616,4.0,4.8,0.825,1.2,8.3,9.5,6.5,1.8,0.3,3.1,2.2,22.0,
34,Paolo Banchero,23.0,ORL,PF,12.0,12.0,32.8,6.8,14.8,0.461,0.9,3.7,0.25,5.9,11.2,0.53,0.492,7.1,9.3,0.766,0.9,7.8,8.7,4.1,0.8,0.9,2.7,2.4,21.7,
35,LaMelo Ball,24.0,CHO,PG,9.0,9.0,31.3,7.2,18.8,0.385,2.8,9.3,0.298,4.4,9.4,0.471,0.459,4.3,5.0,0.867,1.4,5.4,6.9,9.6,1.4,0.1,3.7,3.1,21.6,
36,Zach LaVine,30.0,SAC,SG,13.0,13.0,34.1,7.5,14.9,0.505,2.9,7.2,0.404,4.6,7.7,0.6,0.603,3.5,4.0,0.885,0.2,3.3,3.5,2.2,0.5,0.2,2.2,2.4,21.5,
37,Karl-Anthony Towns,30.0,NYK,C,14.0,14.0,33.2,6.9,16.0,0.429,1.9,5.9,0.317,5.0,10.1,0.493,0.487,5.9,6.8,0.874,3.2,9.6,12.8,3.4,1.0,0.9,2.6,3.9,21.5,
38,Cam Thomas,24.0,BRK,SG,8.0,8.0,28.3,6.6,16.5,0.402,2.0,5.6,0.356,4.6,10.9,0.425,0.462,6.1,7.0,0.875,0.4,1.0,1.4,2.6,0.5,0.1,2.0,1.9,21.4,
39,Zion Williamson,25.0,NOP,PF,6.0,6.0,31.0,7.3,15.2,0.484,0.0,0.0,,7.3,15.2,0.484,0.484,6.7,10.2,0.656,3.2,3.5,6.7,4.7,1.8,0.3,3.3,2.7,21.3,
40,Dillon Brooks,30.0,PHO,SF,9.0,9.0,29.4,7.4,16.2,0.459,2.4,7.6,0.324,5.0,8.7,0.577,0.534,3.6,3.9,0.914,0.8,2.3,3.1,2.1,2.1,0.2,2.1,3.4,20.9,
41,Brandon Ingram,28.0,TOR,SF,15.0,15.0,33.3,7.7,15.5,0.496,1.3,4.2,0.302,6.4,11.3,0.568,0.537,4.3,4.9,0.878,0.7,4.9,5.6,3.9,0.9,0.7,2.7,2.5,20.9,
42,Anthony Davis,32.0,DAL,PF,5.0,5.0,29.8,7.8,15.0,0.52,0.6,2.2,0.273,7.2,12.8,0.563,0.54,4.6,6.2,0.742,3.4,6.8,10.2,2.2,1.6,1.2,2.2,2.6,20.8,
43,Josh Giddey,23.0,CHI,PG,12.0,12.0,34.2,7.4,15.9,0.466,1.6,4.3,0.373,5.8,11.7,0.5,0.516,4.3,5.8,0.754,1.5,8.3,9.8,9.7,1.0,0.5,3.7,2.1,20.8,
44,Jalen Duren,22.0,DET,C,13.0,13.0,28.9,7.5,11.1,0.674,0.0,0.0,,7.5,11.1,0.674,0.674,5.7,7.3,0.779,4.5,7.4,11.9,1.8,1.1,1.1,2.3,3.4,20.6,
45,Aaron Gordon,30.0,DEN,PF,12.0,12.0,30.4,6.8,12.8,0.536,2.3,5.2,0.452,4.5,7.6,0.593,0.627,4.3,4.8,0.879,1.6,4.7,6.3,1.4,0.8,0.3,1.4,2.0,20.3,
46,Jimmy Butler,36.0,GSW,SF,15.0,15.0,31.3,6.1,11.5,0.535,1.0,2.2,0.455,5.1,9.3,0.554,0.578,6.8,7.9,0.864,2.1,3.3,5.5,4.7,1.7,0.3,1.7,1.2,20.1,
47,Chet Holmgren,23.0,OKC,PF,12.0,12.0,29.9,7.3,12.3,0.599,1.7,4.3,0.385,5.7,7.9,0.716,0.667,3.7,4.3,0.863,1.6,6.6,8.2,1.6,0.7,1.4,2.5,3.5,20.0,
48,Bam Adebayo,28.0,MIA,C,9.0,9.0,30.2,7.0,15.2,0.46,2.1,5.7,0.373,4.9,9.6,0.512,0.529,3.8,4.3,0.872,1.0,7.0,8.0,2.9,1.0,0.4,1.9,1.6,19.9,
49,Trey Murphy III,25.0,NOP,SF,15.0,15.0,35.6,6.8,14.5,0.468,3.0,7.9,0.381,3.8,6.7,0.57,0.571,3.3,3.5,0.943,1.6,4.9,6.5,3.1,1.7,0.2,2.2,2.1,19.9,
50,Joel Embiid,31.0,PHI,C,6.0,6.0,23.3,6.7,14.5,0.46,1.5,4.7,0.321,5.2,9.8,0.525,0.511,4.8,5.8,0.829,1.5,4.0,5.5,3.3,0.8,1.5,2.7,2.2,19.7,
51,Jerami Grant,31.0,POR,PF,14.0,2.0,28.5,5.7,12.1,0.473,2.3,5.4,0.421,3.4,6.6,0.516,0.568,5.6,6.7,0.84,1.1,2.4,3.4,2.4,0.9,0.4,1.7,3.4,19.4,
52,RJ Barrett,25.0,TOR,SF,15.0,15.0,31.7,7.1,14.3,0.5,1.8,5.3,0.342,5.3,9.0,0.593,0.563,3.2,4.4,0.727,0.7,4.1,4.8,3.9,0.8,0.3,1.5,2.8,19.3,
53,Scottie Barnes,24.0,TOR,PF,15.0,15.0,32.7,7.6,15.2,0.5,1.4,3.6,0.389,6.2,11.6,0.534,0.546,2.6,3.2,0.813,2.1,5.7,7.8,5.3,1.4,1.7,2.1,3.3,19.2,
54,Evan Mobley,24.0,CLE,PF,15.0,15.0,34.3,6.7,14.1,0.472,1.6,4.6,0.348,5.1,9.5,0.531,0.528,3.9,6.4,0.604,2.5,6.1,8.6,4.0,1.1,1.5,2.7,2.4,18.8,
55,DeMar DeRozan,36.0,SAC,PF,15.0,15.0,34.0,6.9,14.0,0.49,0.9,2.3,0.371,6.0,11.7,0.514,0.521,4.1,4.7,0.859,0.6,2.7,3.3,3.6,1.3,0.1,1.0,2.1,18.7,
56,Grayson Allen,30.0,PHO,SG,13.0,13.0,32.1,6.2,13.3,0.468,3.9,8.8,0.447,2.3,4.5,0.508,0.616,2.1,2.6,0.794,0.5,2.6,3.1,4.3,1.6,0.3,1.8,2.3,18.5,
57,Nickeil Alexander-Walker,27.0,ATL,SG,13.0,10.0,30.8,6.2,13.9,0.442,1.8,6.2,0.3,4.3,7.8,0.554,0.508,4.2,4.9,0.844,0.6,2.2,2.8,3.5,1.0,0.8,2.4,1.8,18.3,
58,Kon Knueppel,20.0,CHO,SF,15.0,14.0,33.5,6.5,13.7,0.473,3.3,8.3,0.403,3.1,5.4,0.58,0.595,2.1,2.3,0.886,1.1,5.0,6.1,3.0,0.8,0.2,2.5,2.4,18.3,
59,Alex Sarr,20.0,WAS,C,13.0,13.0,29.0,7.5,14.5,0.519,1.1,3.1,0.35,6.5,11.5,0.564,0.556,2.2,2.9,0.737,2.4,5.8,8.2,3.6,0.7,2.2,2.4,2.2,18.3,
60,De'Andre Hunter,28.0,CLE,SF,13.0,13.0,28.9,6.1,13.5,0.449,2.1,6.7,0.31,4.0,6.8,0.584,0.526,3.8,4.4,0.86,0.7,4.0,4.7,2.8,0.6,0.2,1.8,2.6,18.0,
61,Jaren Jackson Jr.,26.0,MEM,C,15.0,15.0,29.0,6.3,13.5,0.47,1.7,4.5,0.368,4.7,8.9,0.522,0.532,3.5,4.4,0.803,1.0,4.3,5.3,1.5,0.5,1.3,2.1,4.1,17.9,
62,Ja Morant,26.0,MEM,PG,12.0,12.0,28.8,5.8,16.3,0.359,0.8,5.0,0.167,5.0,11.3,0.444,0.385,5.4,5.8,0.942,0.5,3.0,3.5,7.6,1.0,0.1,3.8,2.3,17.9,
63,Trae Young,27.0,ATL,PG,5.0,5.0,27.8,5.2,14.0,0.371,1.0,5.2,0.192,4.2,8.8,0.477,0.407,6.4,7.8,0.821,0.0,2.0,2.0,7.8,0.8,0.2,2.0,1.8,17.8,
64,Jaden McDaniels,25.0,MIN,PF,14.0,14.0,31.1,6.7,12.1,0.553,1.8,3.4,0.521,4.9,8.7,0.566,0.626,2.3,2.7,0.842,1.0,3.6,4.6,2.4,1.0,1.3,1.9,3.4,17.5,
65,Kyshawn George,22.0,WAS,SF,13.0,13.0,31.5,6.3,12.5,0.503,2.7,5.9,0.455,3.6,6.6,0.547,0.61,2.1,3.0,0.692,0.7,5.5,6.2,4.8,0.9,0.9,3.3,4.7,17.4,
66,Andrew Nembhard,26.0,IND,PG,8.0,8.0,29.3,5.4,13.5,0.398,1.8,5.5,0.318,3.6,8.0,0.453,0.463,4.9,5.3,0.929,0.4,1.4,1.8,6.3,0.3,0.3,2.9,2.4,17.4,
67,Ryan Rollins,23.0,MIL,PG,15.0,14.0,30.9,6.7,13.0,0.513,2.5,5.3,0.463,4.2,7.7,0.548,0.608,1.6,2.1,0.774,0.7,3.0,3.7,5.3,1.7,0.2,2.5,3.0,17.4,
68,Stephon Castle,21.0,SAS,PG,13.0,13.0,32.0,5.9,11.9,0.497,0.9,3.8,0.24,5.0,8.1,0.619,0.535,4.5,6.5,0.694,1.5,4.3,5.8,7.5,1.7,0.4,4.0,3.6,17.3,
69,Jordan Poole,26.0,NOP,PG,7.0,4.0,30.3,5.0,14.1,0.354,2.9,8.4,0.339,2.1,5.7,0.375,0.455,4.4,4.6,0.969,0.4,1.3,1.7,3.4,0.3,0.3,2.1,2.6,17.3,
70,Kristaps Porziņģis,30.0,ATL,C,9.0,9.0,25.8,5.4,12.7,0.43,1.6,5.0,0.311,3.9,7.7,0.507,0.491,4.9,5.7,0.863,1.9,3.8,5.7,3.7,0.6,1.6,1.1,3.0,17.3,
71,Domantas Sabonis,29.0,SAC,C,11.0,11.0,33.2,6.7,13.2,0.51,0.4,1.8,0.2,6.4,11.4,0.56,0.524,3.4,4.6,0.725,3.4,8.9,12.3,3.7,1.2,0.2,2.5,4.0,17.2,
72,Quentin Grimes,25.0,PHI,SG,14.0,0.0,31.3,5.4,11.4,0.475,2.6,6.3,0.409,2.9,5.1,0.556,0.588,3.6,4.4,0.836,0.4,3.4,3.7,4.1,1.0,0.6,2.8,2.4,17.1,
73,Desmond Bane,27.0,ORL,SG,15.0,15.0,32.9,6.1,14.1,0.436,1.5,4.9,0.315,4.6,9.2,0.5,0.491,3.1,3.4,0.922,1.1,3.3,4.4,4.5,0.7,0.3,2.4,3.4,16.9,
74,Jaime Jaquez Jr.,24.0,MIA,SF,15.0,0.0,30.6,6.6,12.8,0.516,0.4,1.9,0.207,6.2,10.9,0.571,0.531,3.2,4.1,0.787,1.4,5.3,6.7,5.3,0.7,0.3,1.9,2.1,16.8,
75,Kelly Oubre Jr.,30.0,PHI,SF,12.0,12.0,34.8,6.2,12.4,0.497,1.9,5.6,0.343,4.3,6.8,0.622,0.574,2.5,3.2,0.789,1.2,3.9,5.1,1.3,1.1,0.8,1.5,2.7,16.8,
76,Amen Thompson,23.0,HOU,SF,13.0,13.0,35.8,6.6,14.2,0.467,0.5,2.3,0.2,6.2,11.8,0.519,0.484,3.2,4.2,0.759,2.3,4.0,6.3,5.2,1.5,0.5,2.2,2.4,16.8,
77,Jrue Holiday,35.0,POR,PG,12.0,12.0,33.4,6.2,13.8,0.446,2.6,7.1,0.365,3.6,6.8,0.531,0.539,1.8,2.1,0.84,1.3,3.9,5.3,8.3,1.6,0.3,2.9,2.0,16.7,
78,Payton Pritchard,28.0,BOS,PG,15.0,15.0,32.1,5.9,13.5,0.441,2.7,8.1,0.331,3.3,5.4,0.605,0.54,2.2,2.7,0.825,1.0,3.3,4.3,5.0,0.7,0.0,1.4,1.9,16.7,
79,Andrew Wiggins,30.0,MIA,SF,15.0,15.0,33.1,6.7,13.9,0.481,1.8,4.9,0.365,4.9,8.9,0.545,0.546,1.6,2.5,0.649,1.5,3.5,4.9,2.8,1.1,0.9,2.0,2.7,16.7,
80,Nikola Vučević,35.0,CHI,C,14.0,14.0,31.6,6.6,13.3,0.495,2.1,5.0,0.429,4.4,8.3,0.534,0.575,1.4,1.8,0.76,1.9,7.9,9.9,3.6,0.7,0.5,1.8,2.5,16.6,
81,Deandre Ayton,27.0,LAL,C,14.0,14.0,30.4,7.8,11.1,0.699,0.0,0.0,,7.8,11.1,0.699,0.699,0.9,1.6,0.565,2.9,5.9,8.8,0.9,0.7,0.9,2.6,3.1,16.5,
82,Mikal Bridges,29.0,NYK,SF,14.0,14.0,35.1,6.1,12.2,0.503,2.4,5.8,0.407,3.8,6.4,0.589,0.599,1.5,1.9,0.778,1.2,3.2,4.4,4.9,2.1,1.2,1.1,1.9,16.1,
83,CJ McCollum,34.0,WAS,SG,14.0,14.0,29.6,5.5,13.9,0.395,2.6,6.9,0.375,2.9,7.1,0.414,0.487,2.6,3.1,0.818,0.7,2.6,3.4,3.4,0.7,0.2,1.4,2.2,16.1,
84,Ajay Mitchell,23.0,OKC,SG,16.0,5.0,28.2,5.8,13.1,0.443,1.1,3.8,0.3,4.7,9.4,0.5,0.486,3.4,3.7,0.915,0.7,3.1,3.8,3.8,1.8,0.3,1.8,2.3,16.1,
85,Onyeka Okongwu,25.0,ATL,C,15.0,6.0,29.6,5.7,10.9,0.524,1.9,4.6,0.406,3.9,6.3,0.611,0.61,2.7,3.5,0.774,1.7,5.7,7.4,2.5,0.9,1.1,1.8,3.7,16.1,
86,Ivica Zubac,28.0,LAC,C,14.0,14.0,31.5,6.9,11.1,0.622,0.0,0.0,,6.9,11.1,0.622,0.622,2.1,2.9,0.75,3.4,7.4,10.8,2.1,0.6,1.0,2.1,2.6,16.0,
87,VJ Edgecombe,20.0,PHI,SG,14.0,14.0,37.3,5.9,14.4,0.411,2.0,5.6,0.359,3.9,8.9,0.444,0.48,2.0,2.7,0.737,1.9,3.8,5.7,4.3,1.4,0.5,2.0,3.2,15.9,
88,Immanuel Quickley,26.0,TOR,PG,15.0,15.0,31.8,5.7,12.1,0.467,2.5,6.5,0.381,3.2,5.7,0.565,0.569,2.1,2.7,0.756,0.5,4.2,4.7,6.1,1.4,0.0,1.7,2.2,15.9,
89,Derrick White,31.0,BOS,SG,15.0,15.0,32.9,5.5,15.4,0.359,2.7,8.7,0.305,2.9,6.7,0.43,0.446,2.2,2.7,0.825,0.9,3.1,4.0,5.3,1.7,1.3,1.4,1.8,15.9,
90,OG Anunoby,28.0,NYK,PF,12.0,12.0,31.1,5.8,12.3,0.476,2.6,6.6,0.392,3.3,5.7,0.574,0.582,1.6,2.1,0.76,1.6,4.0,5.6,2.2,1.9,0.7,1.8,2.3,15.8,
91,Ayo Dosunmu,26.0,CHI,SG,12.0,0.0,25.3,5.6,9.9,0.563,1.8,3.9,0.468,3.8,6.0,0.625,0.655,2.6,2.9,0.886,0.3,2.3,2.6,3.2,0.6,0.2,1.3,1.9,15.6,
92,Cooper Flagg,19.0,DAL,PG,15.0,15.0,33.7,6.0,13.2,0.455,1.1,3.9,0.293,4.9,9.3,0.521,0.497,2.4,3.1,0.783,1.1,5.3,6.3,3.1,1.3,0.7,2.2,2.3,15.5,
93,Jalen Green,23.0,PHO,SG,2.0,2.0,15.0,5.5,11.5,0.478,3.0,7.0,0.429,2.5,4.5,0.556,0.609,1.5,2.5,0.6,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,15.5,
94,Aaron Nesmith,26.0,IND,SF,11.0,11.0,30.5,4.9,13.4,0.367,2.8,7.5,0.373,2.1,5.8,0.359,0.473,2.8,3.5,0.795,1.5,2.9,4.5,1.5,0.8,0.3,0.7,2.5,15.5,
95,Jeremiah Fears,19.0,NOP,PG,15.0,13.0,26.3,5.9,13.2,0.449,1.1,3.5,0.327,4.8,9.7,0.493,0.492,2.3,2.8,0.833,0.7,2.2,2.9,2.7,1.6,0.1,2.4,2.1,15.3,
96,Collin Sexton,27.0,CHO,SG,14.0,9.0,26.2,4.9,10.7,0.46,1.5,3.8,0.396,3.4,6.9,0.495,0.53,3.9,4.5,0.857,0.3,1.9,2.2,4.8,0.7,0.0,2.8,2.3,15.2,
97,Rui Hachimura,27.0,LAL,PF,14.0,14.0,33.9,5.9,10.4,0.566,1.9,3.9,0.481,4.0,6.5,0.615,0.655,1.6,2.1,0.733,0.8,3.0,3.8,1.2,0.6,0.2,1.1,1.9,15.1,
98,Jarrett Allen,27.0,CLE,C,14.0,14.0,26.0,5.6,9.8,0.577,0.0,0.3,0.0,5.6,9.5,0.594,0.577,3.5,4.6,0.766,2.4,5.2,7.6,1.9,1.1,0.9,1.6,1.5,14.8,
99,Aaron Wiggins,27.0,OKC,SG,9.0,5.0,27.6,5.7,12.3,0.459,2.8,6.7,0.417,2.9,5.7,0.51,0.572,0.7,1.0,0.667,1.0,2.7,3.7,2.2,0.4,0.8,1.0,2.2,14.8,
100,Matas Buzelis,21.0,CHI,PF,14.0,14.0,28.3,5.4,11.1,0.481,1.8,4.4,0.403,3.6,6.7,0.532,0.561,2.2,2.6,0.861,1.1,4.4,5.6,1.4,0.7,1.2,1.9,3.3,14.7,
101,Nic Claxton,26.0,BRK,C,14.0,14.0,29.4,5.4,9.4,0.576,0.0,0.4,0.0,5.4,9.0,0.603,0.576,3.7,5.3,0.703,3.0,4.3,7.3,3.9,0.8,1.4,1.4,2.7,14.6,
102,Brandon Miller,23.0,CHO,SF,2.0,2.0,20.0,5.0,12.5,0.4,1.0,5.5,0.182,4.0,7.0,0.571,0.44,3.5,5.0,0.7,0.0,0.0,0.0,4.0,0.5,0.5,1.5,2.5,14.5,
103,Walker Kessler,24.0,UTA,C,5.0,5.0,30.8,5.2,7.4,0.703,1.2,1.6,0.75,4.0,5.8,0.69,0.784,2.8,4.0,0.7,4.6,6.2,10.8,3.0,1.4,1.8,3.2,4.4,14.4,
104,Jabari Smith Jr.,22.0,HOU,PF,12.0,12.0,32.8,5.3,11.8,0.454,2.1,5.4,0.385,3.3,6.3,0.513,0.543,1.7,2.1,0.8,1.3,5.3,6.6,1.7,0.8,0.8,0.9,2.8,14.4,
105,P.J. Washington,27.0,DAL,PF,15.0,15.0,30.9,5.1,12.1,0.423,1.3,4.3,0.297,3.9,7.9,0.492,0.475,2.9,4.3,0.662,1.1,6.5,7.7,2.4,1.1,1.0,2.6,2.3,14.4,
106,Cedric Coward,22.0,MEM,SG,15.0,2.0,26.6,4.7,9.9,0.477,1.9,4.6,0.406,2.9,5.3,0.538,0.57,3.0,3.3,0.9,1.7,4.7,6.4,2.9,0.8,0.4,1.3,1.9,14.3,
107,Dylan Harper,19.0,SAS,SG,6.0,0.0,23.3,5.3,10.7,0.5,0.8,2.3,0.357,4.5,8.3,0.54,0.539,2.5,3.0,0.833,0.8,3.2,4.0,3.8,0.7,0.0,1.8,3.0,14.0,
108,Isaiah Joe,26.0,OKC,SG,11.0,0.0,25.4,4.2,9.9,0.422,3.2,8.1,0.393,1.0,1.8,0.55,0.583,2.5,2.7,0.9,0.6,2.5,3.2,1.5,0.6,0.2,1.0,1.8,14.0,
109,Obi Toppin,27.0,IND,PF,3.0,0.0,27.3,5.0,12.0,0.417,1.0,5.7,0.176,4.0,6.3,0.632,0.458,3.0,3.0,1.0,1.0,5.7,6.7,1.7,1.0,0.0,2.0,2.3,14.0,
110,Donte DiVincenzo,29.0,MIN,SG,15.0,15.0,30.7,4.3,10.0,0.433,3.0,7.6,0.395,1.3,2.4,0.556,0.583,2.3,2.7,0.85,0.9,3.1,4.0,3.6,1.0,0.5,1.5,2.3,13.9,
111,Sam Merrill,29.0,CLE,SG,12.0,8.0,25.9,4.5,9.7,0.466,3.7,8.3,0.444,0.8,1.4,0.588,0.655,1.3,1.3,0.938,0.8,1.3,2.1,2.3,0.5,0.3,0.8,2.9,13.9,
112,Russell Westbrook,37.0,SAC,SF,15.0,9.0,28.6,4.9,11.3,0.435,2.1,5.2,0.397,2.9,6.1,0.467,0.526,1.9,3.0,0.644,1.7,5.3,6.9,6.4,1.1,0.1,3.1,2.2,13.9,
113,Jonathan Kuminga,23.0,GSW,PF,13.0,12.0,27.7,5.0,10.5,0.478,0.9,2.8,0.324,4.1,7.6,0.535,0.522,2.8,3.7,0.771,1.6,5.0,6.6,2.8,0.4,0.3,2.7,1.9,13.8,
