INDEX,PLAYER_NORM,G,MPG,PTS,FG%,FT%,3PM,REB,AST,STL,BLK,TO
10102.0,aaron nesmith,1.0,27.0,5.0,0.286,,1.0,7.0,0.0,0.0,0.0,1.0
10453.0,asa newell,1.0,4.0,5.0,0.667,,1.0,0.0,0.0,0.0,0.0,0.0
10235.0,nick richards,2.0,7.0,5.0,0.667,1.0,0.0,2.0,0.0,0.5,0.0,0.5
,ben saraf,2.0,19.0,5.0,0.333,0.667,0.0,3.5,2.5,0.0,0.0,1.5
10363.0,terrence shannon,2.0,19.5,5.0,0.4,,1.0,3.5,2.5,0.5,0.0,2.0
,tyler kolek,2.0,13.5,4.5,0.5,,0.5,0.5,3.0,0.5,0.0,1.5
,javon small,2.0,20.5,4.5,0.182,0.75,1.0,1.0,5.5,0.0,0.5,2.0
10471.0,cam spencer,2.0,13.5,4.5,0.222,0.75,1.0,1.0,2.5,0.0,0.0,1.0
10212.0,bruce brown,1.0,19.0,4.0,0.667,,0.0,5.0,3.0,1.0,0.0,0.0
10049.0,joel embiid,1.0,20.0,4.0,0.111,1.0,0.0,6.0,2.0,0.0,1.0,0.0
10324.0,jaxson hayes,1.0,14.0,4.0,0.667,,0.0,6.0,1.0,0.0,0.0,1.0
10484.0,pelle larsson,2.0,5.5,4.0,0.5,,1.0,1.0,0.0,0.5,0.0,1.0
10384.0,tyrese martin,2.0,17.5,4.0,0.25,,1.0,3.0,3.0,1.0,0.0,1.5
10128.0,andrew nembhard,1.0,17.0,4.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,2.0
10271.0,gary payton,3.0,10.3,4.0,0.5,,0.0,3.0,0.7,0.7,0.3,1.0
,pat spencer,1.0,11.0,4.0,0.5,,0.0,2.0,1.0,1.0,0.0,0.0
10357.0,gabe vincent,2.0,26.5,4.0,0.333,,1.0,1.0,3.0,1.0,0.0,0.0
10062.0,mark williams,2.0,19.0,4.0,0.4,,0.0,8.5,0.0,0.0,1.0,0.5
10266.0,patrick williams,1.0,17.0,4.0,0.5,0.5,1.0,4.0,0.0,1.0,2.0,2.0
10296.0,ochai agbaji,2.0,16.0,3.5,0.5,0.5,0.0,2.0,1.0,1.0,0.0,0.5
10114.0,tari eason,2.0,25.0,3.5,0.273,,0.5,5.5,1.0,0.5,0.5,2.5
10343.0,javonte green,2.0,14.5,3.5,0.25,0.667,0.5,2.0,1.0,1.0,0.5,0.5
,nigel hayes davis,2.0,16.0,3.5,0.6,,0.5,2.0,0.0,1.5,0.0,0.0
10103.0,dangelo russell,2.0,12.0,3.5,0.111,0.625,0.0,2.0,3.0,0.0,0.0,0.5
10313.0,jaylin williams,2.0,13.5,3.5,0.375,,0.5,1.0,1.5,0.5,0.0,1.0
10307.0,nicolas batum,2.0,11.5,3.0,0.333,,1.0,1.5,0.5,1.0,0.5,0.0
10196.0,chris boucher,2.0,15.5,3.0,0.286,1.0,0.0,4.0,0.5,1.0,2.0,0.0
10309.0,clint capela,2.0,6.0,3.0,1.0,1.0,0.0,2.0,0.0,0.5,0.0,0.5
,dylan cardwell,1.0,15.0,3.0,0.25,0.5,0.0,1.0,0.0,1.0,2.0,0.0
10424.0,jett howard,1.0,4.0,3.0,0.5,,1.0,0.0,0.0,0.0,0.0,0.0
,harrison ingram,1.0,4.0,3.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0
10503.0,chaz lanier,1.0,12.0,3.0,0.333,,1.0,0.0,1.0,0.0,0.0,0.0
,taelon peter,1.0,17.0,3.0,0.5,,1.0,0.0,1.0,1.0,0.0,1.0
10418.0,nolan traore,1.0,9.0,3.0,0.333,,1.0,0.0,1.0,2.0,0.0,0.0
10158.0,lonzo ball,2.0,23.0,2.5,0.091,1.0,0.5,3.0,7.0,1.0,0.0,3.0
,cam christie,2.0,6.5,2.5,0.2,1.0,0.5,2.0,0.5,0.0,0.0,0.5
10495.0,jordan mclaughlin,2.0,7.5,2.5,0.5,,0.5,0.0,0.5,0.5,0.0,0.0
,tyrese proctor,2.0,14.0,2.5,0.222,,0.5,1.0,1.0,0.5,0.0,1.0
10504.0,will riley,2.0,4.0,2.5,1.0,0.75,0.0,2.0,0.5,1.0,0.0,0.0
10473.0,dario saric,2.0,11.5,2.5,0.25,1.0,0.5,2.5,1.0,0.0,0.0,0.0
10499.0,joan beringer,1.0,5.0,2.0,1.0,,0.0,4.0,0.0,0.0,0.0,0.0
10355.0,tony bradley,1.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10361.0,nique clifford,1.0,24.0,2.0,0.333,,0.0,8.0,2.0,2.0,1.0,1.0
,hunter dickinson,1.0,5.0,2.0,0.5,,0.0,0.0,0.0,0.0,1.0,2.0
10310.0,drew eubanks,2.0,16.5,2.0,0.111,0.333,0.0,3.0,0.5,1.0,2.5,1.0
10435.0,anthony gill,1.0,2.0,2.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
,yang hansen,2.0,6.5,2.0,0.25,1.0,0.0,1.0,0.0,0.0,1.0,0.5
10094.0,josh hart,1.0,19.0,2.0,0.125,,0.0,14.0,3.0,0.0,0.0,0.0
10479.0,ariel hukporti,1.0,18.0,2.0,0.5,,0.0,5.0,2.0,0.0,1.0,1.0
10529.0,sion james,1.0,17.0,2.0,0.333,,0.0,4.0,2.0,0.0,1.0,0.0
10487.0,isaac jones,1.0,14.0,2.0,0.5,,0.0,2.0,1.0,0.0,0.0,0.0
10222.0,tyus jones,2.0,21.5,2.0,0.25,,0.0,1.5,2.5,0.0,1.0,1.5
10463.0,leonard miller,1.0,4.0,2.0,1.0,,0.0,1.0,0.0,0.0,0.0,1.0
10262.0,josh minott,1.0,14.0,2.0,1.0,,0.0,2.0,2.0,0.0,0.0,0.0
10285.0,jonathan mogbo,2.0,7.5,2.0,0.5,,0.0,3.0,0.0,0.0,0.5,0.5
10141.0,chris paul,2.0,17.5,2.0,0.167,1.0,0.5,2.0,6.0,2.0,0.0,1.5
10410.0,drake powell,1.0,7.0,2.0,1.0,,0.0,2.0,0.0,0.0,0.0,1.0
10440.0,jericho sims,1.0,2.0,2.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10289.0,jalen smith,1.0,14.0,2.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0
10243.0,peyton watson,1.0,16.0,2.0,,1.0,0.0,2.0,1.0,0.0,1.0,2.0
,jahmir young,1.0,7.0,2.0,0.333,,0.0,1.0,1.0,0.0,0.0,1.0
10299.0,quinten post,3.0,9.7,1.7,0.5,,0.3,2.0,0.7,0.0,0.0,0.3
10161.0,mike conley,2.0,11.0,1.5,0.125,,0.5,2.0,0.5,0.5,0.0,1.5
10300.0,john konchar,2.0,7.5,1.5,1.0,,0.5,2.0,1.0,0.5,0.5,0.5
10436.0,gui santos,2.0,7.0,1.5,0.5,,0.5,0.5,0.5,0.5,0.0,1.5
10332.0,keaton wallace,2.0,10.0,1.5,0.5,,0.5,0.5,1.0,0.5,0.0,0.5
10233.0,guerschon yabusele,2.0,12.5,1.5,0.25,,0.5,3.0,0.5,0.0,0.0,0.0
,chris youngblood,2.0,3.0,1.5,1.0,,0.5,0.0,0.0,0.0,0.0,0.0
10199.0,ace bailey,2.0,17.0,1.0,0.1,,0.0,3.0,1.5,0.0,0.0,0.5
,brooks barnhizer,2.0,8.5,1.0,0.5,,0.0,1.5,0.0,0.0,0.0,0.0
10514.0,kobe brown,2.0,4.5,1.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0
10276.0,amir coffey,2.0,7.5,1.0,0.5,,0.0,0.0,1.0,0.0,0.0,0.5
10347.0,johnny juzang,1.0,3.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0
10281.0,khaman maluach,1.0,5.0,1.0,,0.5,0.0,0.0,0.0,0.0,1.0,0.0
,kobe sanders,2.0,4.5,1.0,0.25,,0.0,0.5,0.5,1.0,0.0,0.5
10287.0,jarred vanderbilt,2.0,16.0,1.0,0.0,1.0,0.0,5.0,0.0,1.5,1.0,1.5
10255.0,tristan vukcevic,2.0,4.5,1.0,0.25,0.0,0.0,1.0,0.0,0.0,0.5,0.5
10236.0,jose alvarado,1.0,3.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
,thanasis antetokounmpo,1.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
10359.0,bismack biyombo,1.0,5.0,0.0,,,0.0,1.0,0.0,2.0,0.0,2.0
10156.0,adem bona,1.0,15.0,0.0,,,0.0,3.0,1.0,0.0,0.0,2.0
10322.0,carter bryant,2.0,6.5,0.0,0.0,,0.0,1.5,0.0,0.0,0.0,0.0
10427.0,branden carlson,1.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
10239.0,justin champagnie,1.0,6.0,0.0,0.0,,0.0,3.0,1.0,0.0,0.0,0.0
,moussa cisse,2.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
,sharife cooper,1.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0
,nfaly dante,1.0,4.0,0.0,,,0.0,3.0,0.0,0.0,0.0,1.0
10447.0,ousmane dieng,1.0,15.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0
10356.0,rob dillingham,1.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
10231.0,andre drummond,1.0,3.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0
10431.0,justin edwards,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
10352.0,rasheer fleming,1.0,9.0,0.0,0.0,,0.0,0.0,2.0,1.0,0.0,0.0
10340.0,johnny furphy,1.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
10292.0,luka garza,1.0,6.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,2.0
10275.0,jordan goodwin,1.0,6.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,3.0
10348.0,gary harris,1.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
10539.0,joe ingles,1.0,4.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0
10224.0,jonathan isaac,2.0,3.5,0.0,0.0,,0.0,0.5,0.0,0.5,0.0,0.0
10360.0,andre jackson,1.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
10106.0,isaiah jackson,1.0,8.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,2.0
10488.0,bronny james,1.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
10387.0,trey jemison,1.0,8.0,0.0,,,0.0,2.0,0.0,0.0,0.0,0.0
10403.0,aj johnson,1.0,2.0,0.0,,,0.0,1.0,1.0,0.0,0.0,0.0
,spencer jones,1.0,6.0,0.0,,,0.0,0.0,0.0,1.0,0.0,1.0
10382.0,dalton knecht,1.0,7.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0
10446.0,christian koloko,1.0,3.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
10370.0,caleb martin,1.0,4.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0
,riley minix,1.0,2.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0
10279.0,isaac okoro,1.0,23.0,0.0,0.0,,0.0,5.0,4.0,0.0,0.0,2.0
10470.0,dwight powell,2.0,4.0,0.0,,,0.0,0.0,0.5,0.5,0.0,0.5
10390.0,maxime raynaud,1.0,11.0,0.0,0.0,,0.0,4.0,2.0,0.0,0.0,1.0
10433.0,duop reath,1.0,3.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0
10486.0,rayan rupert,1.0,4.0,0.0,,,0.0,1.0,1.0,0.0,0.0,1.0
10426.0,baylor scheierman,1.0,4.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0
10372.0,dalen terry,1.0,6.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
10428.0,jordan walsh,1.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
,amari williams,1.0,1.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0
10490.0,brandon williams,2.0,9.5,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.5
10425.0,cody williams,1.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
,league average,,,,0.474,0.771,,,,,,
