Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
226,Bradley Beal,32.0,LAC,SG,6.0,6.0,20.2,3.0,8.0,0.375,1.2,3.2,0.368,1.8,4.8,0.379,0.448,1.0,1.3,0.75,0.3,0.5,0.8,1.7,0.5,0.0,1.5,2.3,8.2,
227,Jusuf Nurkić,31.0,UTA,C,21.0,16.0,24.3,3.3,7.3,0.458,0.3,1.5,0.226,3.0,5.8,0.516,0.48,1.2,2.4,0.52,2.3,7.0,9.3,3.8,1.6,0.4,2.6,3.1,8.2,
228,Isaac Okoro,25.0,CHI,SG,15.0,15.0,24.9,3.0,6.5,0.459,1.2,3.1,0.383,1.8,3.4,0.529,0.551,1.0,1.3,0.75,1.1,1.5,2.7,1.6,0.4,0.7,1.0,3.1,8.2,
229,Jonas Valančiūnas,33.0,DEN,C,22.0,0.0,12.5,3.3,5.7,0.576,0.1,0.4,0.222,3.2,5.3,0.603,0.584,1.5,2.0,0.773,1.4,3.3,4.6,1.1,0.1,0.5,1.0,1.8,8.2,
230,Isaiah Jackson,24.0,IND,C,23.0,14.0,19.0,3.1,5.1,0.615,0.0,0.0,,3.1,5.1,0.615,0.615,1.8,2.3,0.778,2.3,3.2,5.6,0.9,0.8,0.7,1.2,3.1,8.1,
231,Zach Collins,28.0,CHI,C,1.0,0.0,21.0,3.0,5.0,0.6,1.0,2.0,0.5,2.0,3.0,0.667,0.7,1.0,2.0,0.5,3.0,3.0,6.0,1.0,0.0,0.0,0.0,4.0,8.0,
232,Luguentz Dort,26.0,OKC,SF,15.0,15.0,29.1,2.8,7.3,0.382,1.6,5.1,0.312,1.2,2.2,0.545,0.491,0.8,0.9,0.923,1.2,2.7,3.9,1.1,1.0,0.4,0.7,3.1,8.0,
233,Ryan Dunn,23.0,PHO,SF,18.0,11.0,23.6,3.2,6.7,0.479,0.9,2.8,0.32,2.3,3.9,0.592,0.545,0.7,1.0,0.667,1.8,3.1,4.9,1.7,1.5,0.6,0.9,2.4,8.0,
234,Draymond Green,35.0,GSW,PF,20.0,20.0,28.2,2.9,7.6,0.382,1.6,4.7,0.333,1.4,3.0,0.458,0.484,0.7,1.1,0.619,0.8,5.3,6.1,5.5,0.8,0.9,3.0,3.6,8.0,
235,Buddy Hield,33.0,GSW,SG,24.0,1.0,18.7,2.9,7.2,0.405,1.5,4.7,0.31,1.5,2.5,0.583,0.506,0.7,0.8,0.944,0.7,1.8,2.5,1.7,0.9,0.1,1.0,1.4,8.0,
236,Ron Holland,20.0,DET,SF,24.0,5.0,21.0,3.0,7.4,0.401,0.8,2.8,0.265,2.2,4.5,0.486,0.452,1.3,1.7,0.78,0.8,2.5,3.3,1.6,1.7,0.3,1.4,2.4,8.0,
237,Tyrese Martin,26.0,BRK,SG,22.0,6.0,21.2,3.0,7.8,0.384,1.3,4.5,0.296,1.7,3.4,0.5,0.468,0.7,1.0,0.727,1.0,2.3,3.4,2.5,0.7,0.1,1.1,1.0,8.0,
238,Vince Williams Jr.,25.0,MEM,PG,18.0,10.0,22.6,2.8,7.9,0.35,1.2,4.4,0.278,1.6,3.6,0.438,0.427,1.2,1.6,0.786,0.9,3.7,4.6,5.6,0.9,0.6,2.3,2.1,8.0,
239,Dominick Barlow,22.0,PHI,PF,13.0,10.0,26.5,3.1,6.0,0.513,0.4,1.7,0.227,2.7,4.3,0.625,0.545,1.4,1.7,0.818,2.2,3.5,5.7,2.2,0.8,1.2,1.3,2.2,7.9,
240,Isaiah Collier,21.0,UTA,PG,14.0,1.0,21.4,2.6,4.9,0.522,0.4,0.9,0.385,2.2,4.0,0.554,0.558,2.4,3.4,0.723,0.2,1.9,2.1,5.4,0.5,0.4,2.2,1.9,7.9,
241,Will Richard,23.0,GSW,SG,22.0,11.0,18.9,2.8,5.3,0.53,1.2,3.1,0.382,1.6,2.2,0.735,0.641,1.1,1.4,0.774,1.0,1.6,2.6,1.1,1.0,0.0,0.7,2.0,7.9,
242,Danny Wolf,21.0,BRK,PF,9.0,0.0,15.7,2.6,5.8,0.442,1.3,3.0,0.444,1.2,2.8,0.44,0.558,1.4,1.6,0.929,0.8,3.1,3.9,1.8,0.1,0.2,1.4,1.2,7.9,
243,Bryce McGowens,23.0,NOP,SG,14.0,5.0,17.0,2.6,5.3,0.486,0.6,1.4,0.45,1.9,3.9,0.5,0.547,2.0,2.6,0.757,0.2,1.6,1.9,1.5,0.4,0.3,0.4,1.4,7.8,
244,Maxime Raynaud,22.0,SAC,C,15.0,1.0,16.4,3.1,6.1,0.516,0.3,0.9,0.308,2.9,5.2,0.551,0.538,1.3,1.5,0.826,1.0,3.1,4.1,0.9,0.3,0.5,0.6,1.9,7.8,
245,Nick Smith Jr.,21.0,LAL,SG,9.0,0.0,14.8,2.9,6.2,0.464,1.6,3.2,0.483,1.3,3.0,0.444,0.589,0.4,0.7,0.667,0.1,1.0,1.1,1.6,0.8,0.2,1.2,0.6,7.8,
246,Jamaree Bouyea,26.0,PHO,PG,7.0,0.0,13.6,3.0,4.9,0.618,1.3,2.1,0.6,1.7,2.7,0.632,0.75,0.4,0.6,0.75,0.3,0.9,1.1,1.4,0.7,0.3,0.1,0.9,7.7,
247,Kris Dunn,31.0,LAC,PG,24.0,18.0,26.3,3.0,6.2,0.483,0.8,2.4,0.345,2.2,3.8,0.571,0.55,0.8,1.1,0.741,0.9,1.9,2.8,2.7,1.7,0.2,1.2,2.3,7.7,
248,Jay Huff,27.0,IND,C,23.0,7.0,18.3,2.7,6.3,0.438,1.4,4.3,0.327,1.3,2.0,0.674,0.549,0.8,1.1,0.731,1.1,2.4,3.5,1.3,0.2,2.4,0.7,2.3,7.7,
249,Jaden Ivey,23.0,DET,SG,9.0,0.0,13.9,2.4,5.7,0.431,1.1,2.7,0.417,1.3,3.0,0.444,0.529,1.6,1.8,0.875,0.7,2.0,2.7,1.1,0.2,0.1,1.1,1.2,7.6,
250,Nikola Jović,22.0,MIA,PF,18.0,1.0,19.3,2.6,6.6,0.39,0.9,3.3,0.283,1.6,3.2,0.5,0.462,1.6,2.2,0.718,0.6,3.1,3.7,2.8,0.6,0.4,1.9,2.2,7.6,
251,Luke Kennard,29.0,ATL,SG,22.0,0.0,20.7,2.6,5.5,0.479,1.5,3.3,0.438,1.2,2.2,0.542,0.612,0.9,1.0,0.952,0.5,1.5,2.0,2.3,0.9,0.0,1.0,1.3,7.6,
252,Luke Kornet,30.0,SAS,C,14.0,9.0,24.9,2.9,4.4,0.661,0.0,0.0,,2.9,4.4,0.661,0.661,1.8,2.3,0.781,2.7,3.3,6.0,2.4,0.3,1.6,0.7,1.9,7.6,
253,Kyle Anderson,32.0,UTA,SF,8.0,0.0,18.3,3.0,5.6,0.533,0.1,0.1,1.0,2.9,5.5,0.523,0.544,1.4,1.9,0.733,0.9,1.9,2.8,3.3,1.5,0.4,0.9,2.4,7.5,
254,Andre Drummond,32.0,PHI,C,21.0,11.0,22.0,3.0,5.4,0.553,0.5,1.3,0.393,2.5,4.1,0.605,0.601,1.0,1.6,0.636,3.1,6.1,9.2,0.8,0.7,0.9,0.9,2.3,7.5,
255,Jared McCain,21.0,PHI,SG,13.0,0.0,18.4,2.8,7.5,0.378,1.4,4.0,0.346,1.5,3.5,0.413,0.469,0.4,0.5,0.833,0.2,1.8,2.0,1.8,0.8,0.0,0.9,1.4,7.5,
256,Josh Minott,23.0,BOS,PF,22.0,9.0,19.5,2.7,5.4,0.508,1.3,2.9,0.438,1.5,2.5,0.593,0.627,0.8,1.0,0.773,1.7,3.2,4.9,1.3,0.8,0.5,0.6,1.7,7.5,
257,Precious Achiuwa,26.0,SAC,C,16.0,6.0,20.5,3.2,5.9,0.543,0.2,0.9,0.2,3.0,4.9,0.608,0.559,0.9,1.9,0.467,1.9,3.6,5.4,0.9,0.7,0.4,0.5,1.6,7.4,
258,Collin Murray-Boyles,20.0,TOR,PF,19.0,4.0,18.0,2.8,5.1,0.557,0.6,1.3,0.48,2.2,3.8,0.583,0.619,1.1,1.6,0.667,1.7,1.6,3.3,1.3,0.7,0.3,1.2,2.3,7.4,
259,Patrick Williams,24.0,CHI,PF,21.0,1.0,21.0,2.5,6.7,0.376,1.5,3.7,0.403,1.0,3.0,0.344,0.486,0.9,1.3,0.667,0.7,2.5,3.1,1.2,0.9,0.3,1.0,1.8,7.4,
260,Kentavious Caldwell-Pope,32.0,MEM,SG,23.0,13.0,21.8,2.4,6.5,0.369,1.1,3.3,0.329,1.3,3.2,0.411,0.453,1.4,1.5,0.914,0.4,1.9,2.3,3.0,0.7,0.2,1.3,1.0,7.3,
261,Nae'Qwan Tomlin,25.0,CLE,PF,16.0,2.0,17.0,2.8,5.8,0.489,0.4,2.0,0.188,2.4,3.8,0.65,0.522,1.2,1.6,0.731,1.8,1.7,3.4,0.6,0.9,0.8,0.4,2.2,7.2,
262,Sam Hauser,28.0,BOS,PF,23.0,4.0,22.2,2.4,6.7,0.364,2.1,5.8,0.361,0.3,0.9,0.381,0.519,0.1,0.2,0.75,0.7,2.7,3.4,1.5,0.7,0.2,0.5,1.2,7.1,
263,Pat Spencer,29.0,GSW,PG,16.0,1.0,15.1,2.6,5.8,0.452,0.8,1.7,0.444,1.9,4.1,0.455,0.516,1.1,1.3,0.9,0.8,1.4,2.3,3.1,0.7,0.1,0.7,1.4,7.1,
264,Cole Anthony,25.0,MIL,PG,23.0,0.0,15.7,3.0,7.0,0.426,0.6,2.1,0.271,2.4,5.0,0.491,0.466,0.5,0.9,0.55,0.4,2.2,2.7,4.0,0.7,0.3,1.9,2.1,7.0,
265,Bruce Brown,29.0,DEN,SG,22.0,0.0,23.6,2.6,6.1,0.433,0.6,1.7,0.342,2.0,4.4,0.469,0.481,1.1,1.5,0.781,1.0,2.8,3.8,1.9,0.9,0.3,0.9,2.3,7.0,
266,Bub Carrington,20.0,WAS,PG,22.0,6.0,25.7,2.4,6.8,0.349,1.5,3.5,0.429,0.9,3.3,0.264,0.46,0.7,1.0,0.762,0.4,3.0,3.4,4.2,0.5,0.1,2.2,2.4,7.0,
267,Seth Curry,35.0,GSW,SG,2.0,0.0,16.0,3.0,4.5,0.667,1.0,2.0,0.5,2.0,2.5,0.8,0.778,0.0,0.0,,0.5,1.5,2.0,1.5,1.0,0.0,0.0,1.5,7.0,
268,Day'Ron Sharpe,24.0,BRK,C,22.0,0.0,16.2,2.6,4.3,0.6,0.2,0.8,0.278,2.4,3.5,0.675,0.626,1.6,2.7,0.593,2.0,3.3,5.4,1.8,0.8,0.5,1.8,2.1,7.0,
269,Quinten Post,25.0,GSW,PF,24.0,10.0,17.1,2.6,5.8,0.446,1.3,3.8,0.333,1.3,2.0,0.653,0.554,0.5,0.6,0.786,0.9,3.1,4.0,1.3,0.6,0.6,0.8,1.7,6.9,
270,Kobe Sanders,23.0,LAC,SG,16.0,3.0,19.9,2.3,5.4,0.414,1.0,2.9,0.348,1.3,2.6,0.488,0.506,1.4,1.5,0.917,0.5,1.5,2.0,1.3,0.6,0.1,1.3,2.6,6.9,
271,Jordan Walsh,21.0,BOS,PF,19.0,11.0,20.7,2.6,4.5,0.588,0.8,1.7,0.455,1.8,2.7,0.673,0.676,0.9,1.1,0.81,1.6,3.1,4.7,1.2,1.1,0.6,0.6,2.7,6.9,
272,Gradey Dick,22.0,TOR,SG,24.0,0.0,16.5,2.3,5.5,0.412,1.0,3.0,0.319,1.3,2.5,0.525,0.5,1.3,1.6,0.842,0.4,1.6,2.0,0.7,0.7,0.1,0.5,1.2,6.8,
273,Paul Reed,26.0,DET,C,18.0,2.0,11.9,2.8,4.4,0.646,0.3,0.7,0.462,2.5,3.7,0.682,0.684,0.7,1.1,0.6,2.0,2.6,4.6,1.2,0.8,0.7,1.1,1.6,6.7,
274,Steven Adams,32.0,HOU,C,17.0,5.0,21.8,2.4,4.4,0.533,0.0,0.0,,2.4,4.4,0.533,0.533,1.9,2.5,0.762,4.8,4.4,9.2,1.5,0.7,0.8,1.1,2.0,6.6,
275,Javonte Green,32.0,DET,SG,24.0,3.0,18.5,2.2,5.2,0.427,0.9,2.6,0.339,1.3,2.6,0.516,0.512,1.3,1.7,0.775,0.7,2.0,2.7,0.8,1.0,0.4,0.8,1.5,6.6,
276,Sion James,23.0,CHO,SG,23.0,13.0,26.1,2.0,4.9,0.416,1.2,3.1,0.38,0.9,1.8,0.476,0.535,1.3,1.5,0.857,0.4,2.7,3.1,1.5,0.7,0.5,1.0,1.7,6.6,
277,Tidjane Salaün,20.0,CHO,PF,10.0,0.0,14.6,2.1,4.1,0.512,1.3,2.6,0.5,0.8,1.5,0.533,0.671,1.1,1.5,0.733,0.5,3.1,3.6,0.6,0.5,0.2,0.7,1.4,6.6,
278,Goga Bitadze,26.0,ORL,C,22.0,0.0,17.1,2.5,3.5,0.727,0.1,0.3,0.286,2.5,3.2,0.771,0.74,1.3,1.7,0.784,1.7,3.5,5.3,1.5,0.7,1.3,0.6,2.2,6.5,
279,Dalton Knecht,24.0,LAL,SF,19.0,1.0,15.8,2.5,5.3,0.465,1.1,3.0,0.351,1.4,2.3,0.614,0.564,0.5,0.8,0.667,0.5,1.5,1.9,0.6,0.4,0.4,0.4,1.4,6.5,
280,Josh Okogie,27.0,HOU,SG,21.0,15.0,20.9,2.2,4.9,0.447,1.0,2.6,0.4,1.1,2.3,0.5,0.553,1.1,1.5,0.742,1.3,1.6,2.9,1.0,1.4,0.2,0.9,1.8,6.5,
281,Ben Sheppard,24.0,IND,SG,22.0,11.0,25.0,2.4,6.7,0.354,1.1,4.0,0.273,1.3,2.7,0.475,0.435,0.7,0.9,0.789,0.8,3.3,4.1,2.0,0.6,0.1,0.7,2.0,6.5,
282,Tristan Vukcevic,22.0,WAS,C,19.0,1.0,11.7,2.3,4.7,0.478,0.5,1.9,0.25,1.8,2.8,0.63,0.528,1.5,2.0,0.763,0.5,1.7,2.3,1.1,0.4,0.5,1.1,1.4,6.5,
283,Jevon Carter,30.0,CHI,PG,13.0,0.0,13.7,2.1,5.2,0.397,1.6,4.0,0.404,0.5,1.2,0.375,0.551,0.6,0.6,1.0,0.4,1.1,1.5,1.2,0.6,0.0,0.5,1.0,6.4,
284,Jeremy Sochan,22.0,SAS,PF,16.0,0.0,17.1,2.6,5.2,0.506,0.4,1.6,0.28,2.2,3.6,0.603,0.548,0.7,1.0,0.688,1.4,2.3,3.6,1.5,0.6,0.2,0.9,2.5,6.4,
285,Mac McClung,27.0,IND,SG,3.0,0.0,11.3,2.3,6.0,0.389,0.7,3.3,0.2,1.7,2.7,0.625,0.444,1.0,1.3,0.75,0.0,1.3,1.3,0.3,1.7,0.3,0.7,2.0,6.3,
286,Drake Powell,20.0,BRK,SG,16.0,0.0,19.2,2.3,4.7,0.48,0.8,2.1,0.364,1.5,2.6,0.571,0.56,1.1,1.1,0.944,0.3,1.5,1.8,2.1,0.8,0.1,1.1,1.8,6.3,
287,Dru Smith,28.0,MIA,SG,24.0,1.0,17.2,2.2,5.1,0.434,0.8,2.2,0.358,1.4,2.9,0.493,0.512,1.1,1.4,0.788,0.9,1.7,2.6,2.9,1.4,0.3,1.0,1.6,6.3,
288,Justin Edwards,22.0,PHI,SF,20.0,5.0,17.2,2.2,5.4,0.407,1.3,3.5,0.362,1.0,2.0,0.487,0.523,0.5,0.6,0.909,0.6,1.3,1.9,1.4,0.7,0.3,0.9,1.9,6.2,
289,Walter Clayton,22.0,UTA,PG,18.0,0.0,16.5,2.1,5.1,0.402,0.8,2.7,0.306,1.2,2.4,0.512,0.484,1.2,1.2,1.0,0.4,1.8,2.2,3.4,0.5,0.2,1.4,1.9,6.1,
290,Luka Garza,27.0,BOS,C,19.0,1.0,13.1,2.1,3.7,0.571,0.6,1.3,0.44,1.5,2.4,0.644,0.65,1.3,1.6,0.774,2.0,1.5,3.5,0.8,0.3,0.4,0.4,2.6,6.1,
291,Brook Lopez,37.0,LAC,C,18.0,0.0,14.1,2.2,5.5,0.394,1.3,3.8,0.353,0.8,1.7,0.484,0.515,0.4,0.6,0.727,0.2,1.6,1.8,0.5,0.3,0.8,0.8,1.8,6.1,
292,Taurean Prince,31.0,MIL,SF,8.0,0.0,21.1,2.1,4.8,0.447,1.5,3.5,0.429,0.6,1.3,0.5,0.605,0.4,0.4,1.0,0.0,1.6,1.6,1.0,0.8,0.3,0.6,2.5,6.1,
293,Jaden Hardy,23.0,DAL,SG,20.0,0.0,10.5,1.9,4.8,0.4,1.3,3.0,0.417,0.7,1.8,0.371,0.532,0.9,1.1,0.818,0.2,1.0,1.2,0.5,0.2,0.1,0.8,1.1,6.0,
294,Jahmai Mashack,23.0,MEM,SG,1.0,0.0,6.0,2.0,4.0,0.5,2.0,4.0,0.5,0.0,0.0,,0.75,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,
295,Doug McDermott,34.0,SAC,SF,1.0,0.0,8.0,2.0,3.0,0.667,2.0,3.0,0.667,0.0,0.0,,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,
296,Blake Wesley,22.0,POR,SG,6.0,0.0,16.3,2.3,5.7,0.412,0.3,1.7,0.2,2.0,4.0,0.5,0.441,1.0,1.7,0.6,0.3,2.0,2.3,3.2,1.7,0.2,1.2,2.3,6.0,
297,Kevin Love,37.0,UTA,PF,13.0,0.0,14.5,1.8,4.2,0.436,1.2,3.2,0.366,0.7,1.1,0.643,0.573,1.1,1.4,0.778,1.3,3.2,4.5,1.8,0.3,0.4,0.8,1.7,5.9,
298,Yves Missi,21.0,NOP,C,17.0,6.0,20.2,2.6,4.7,0.55,0.0,0.0,,2.6,4.7,0.55,0.55,0.8,1.4,0.542,3.4,2.4,5.8,1.3,0.2,1.1,1.1,2.0,5.9,
299,Mouhamed Gueye,23.0,ATL,PF,25.0,3.0,17.2,2.4,4.9,0.496,0.6,2.1,0.269,1.9,2.8,0.662,0.553,0.4,0.7,0.5,1.2,2.6,3.8,1.0,0.6,0.6,0.7,1.8,5.8,
300,Alex Caruso,31.0,OKC,SG,15.0,0.0,18.8,2.0,5.0,0.4,1.1,3.2,0.354,0.9,1.8,0.481,0.513,0.5,0.7,0.8,0.3,2.1,2.4,2.5,1.6,0.3,1.0,1.1,5.7,
301,Drew Eubanks,28.0,SAC,C,23.0,11.0,15.3,2.4,3.9,0.622,0.0,0.1,0.5,2.4,3.8,0.625,0.628,0.7,1.5,0.5,0.8,2.2,3.0,0.3,0.5,0.7,0.9,1.4,5.7,
302,Jamal Shead,23.0,TOR,PG,24.0,0.0,19.1,1.8,4.9,0.359,0.9,2.6,0.333,0.9,2.3,0.389,0.449,1.3,1.6,0.821,0.4,1.3,1.7,5.2,1.2,0.1,1.1,2.0,5.7,
303,Al Horford,39.0,GSW,C,13.0,1.0,21.5,1.9,6.0,0.321,1.3,4.4,0.298,0.6,1.6,0.381,0.429,0.5,0.5,1.0,0.8,3.5,4.4,2.0,1.0,1.0,1.2,1.5,5.6,
304,Jett Howard,22.0,ORL,SF,15.0,0.0,10.5,2.1,4.6,0.449,1.1,2.9,0.386,0.9,1.7,0.56,0.572,0.3,0.3,1.0,0.3,0.9,1.1,0.7,0.1,0.2,0.1,0.7,5.6,
305,Kris Murray,25.0,POR,SF,21.0,2.0,24.9,2.2,5.0,0.443,0.6,2.0,0.279,1.7,3.0,0.556,0.5,0.6,0.9,0.667,1.9,2.0,3.9,1.1,1.1,0.2,1.0,2.0,5.6,
306,Tyrese Proctor,21.0,CLE,PG,18.0,0.0,12.4,1.8,5.2,0.344,1.1,3.4,0.311,0.7,1.8,0.406,0.446,1.0,1.2,0.857,0.2,1.1,1.3,1.4,0.3,0.0,0.4,1.3,5.6,
307,Jaylin Williams,23.0,OKC,PF,22.0,2.0,18.3,1.8,5.0,0.358,1.3,4.2,0.304,0.5,0.8,0.647,0.486,0.8,1.2,0.692,0.5,4.2,4.7,2.3,0.6,0.5,1.0,1.9,5.6,
308,Robert Williams,28.0,POR,C,15.0,1.0,15.3,2.7,4.0,0.667,0.1,0.5,0.125,2.6,3.5,0.75,0.675,0.2,0.5,0.429,2.1,3.3,5.5,0.7,0.6,1.7,0.4,1.3,5.6,
309,Lonzo Ball,28.0,CLE,PG,18.0,3.0,23.6,1.8,6.3,0.292,1.4,5.2,0.266,0.4,1.1,0.421,0.403,0.4,0.7,0.667,0.9,3.7,4.6,4.9,1.2,0.3,1.8,1.8,5.5,
310,Mike Conley,38.0,MIN,PG,23.0,5.0,19.3,1.6,4.2,0.381,1.1,3.0,0.382,0.5,1.3,0.379,0.515,1.2,1.3,0.931,0.4,1.4,1.8,3.2,0.6,0.1,0.7,1.7,5.5,
311,Jordan Hawkins,23.0,NOP,SG,20.0,0.0,15.6,2.0,5.8,0.345,1.1,3.3,0.338,0.9,2.6,0.353,0.44,0.4,0.6,0.667,0.4,1.4,1.8,1.0,0.2,0.1,0.5,0.7,5.5,
312,Jaxson Hayes,25.0,LAL,C,19.0,2.0,17.1,2.3,3.2,0.717,0.1,0.1,1.0,2.2,3.1,0.712,0.725,0.9,1.3,0.68,1.3,2.7,3.9,1.1,0.4,0.6,0.5,1.6,5.5,
313,Craig Porter Jr.,25.0,CLE,PG,22.0,0.0,17.2,2.2,4.3,0.511,0.6,1.5,0.424,1.5,2.8,0.557,0.585,0.4,0.7,0.533,1.4,1.8,3.2,2.3,1.0,0.6,0.7,1.3,5.4,
314,Ben Saraf,19.0,BRK,SG,12.0,5.0,16.9,1.8,5.2,0.355,0.8,2.8,0.273,1.1,2.4,0.448,0.427,1.0,1.3,0.8,0.4,1.2,1.6,2.8,0.7,0.3,1.9,1.3,5.4,
315,Ja'Kobe Walter,21.0,TOR,SG,21.0,6.0,16.8,1.9,4.5,0.411,1.1,2.9,0.393,0.7,1.6,0.441,0.537,0.6,0.8,0.75,0.9,1.3,2.2,0.8,1.1,0.1,0.7,2.0,5.4,
316,Keon Ellis,26.0,SAC,SG,22.0,2.0,16.4,1.8,4.5,0.408,1.3,3.2,0.394,0.5,1.2,0.444,0.551,0.4,0.7,0.563,0.2,1.0,1.3,0.5,1.1,0.4,0.4,1.7,5.3,
317,Gabe Vincent,29.0,LAL,PG,11.0,6.0,22.5,1.6,4.6,0.353,1.4,3.6,0.375,0.3,1.0,0.273,0.5,0.6,0.6,1.0,0.4,0.6,1.0,1.8,0.5,0.1,0.5,2.5,5.3,
318,Dean Wade,29.0,CLE,PF,23.0,3.0,22.2,1.8,4.8,0.373,1.0,3.5,0.296,0.7,1.3,0.586,0.482,0.7,1.0,0.696,0.9,2.9,3.8,1.6,0.8,0.6,0.3,1.9,5.3,
319,Kenrich Williams,31.0,OKC,PF,5.0,0.0,14.2,2.0,3.6,0.556,0.8,1.6,0.5,1.2,2.0,0.6,0.667,0.4,0.4,1.0,0.2,2.0,2.2,1.4,0.0,0.0,0.4,1.2,5.2,
320,Karlo Matković,24.0,NOP,PF,14.0,0.0,11.9,2.2,3.1,0.705,0.4,0.7,0.5,1.9,2.4,0.765,0.761,0.2,0.6,0.375,0.6,2.4,2.9,0.8,0.1,0.6,0.5,1.4,5.0,
321,Terrence Shannon Jr.,25.0,MIN,SG,14.0,0.0,13.6,1.6,3.8,0.415,0.7,1.7,0.417,0.9,2.1,0.414,0.509,1.1,1.5,0.762,0.2,1.3,1.5,0.8,0.3,0.0,0.9,1.5,5.0,
322,Matisse Thybulle,28.0,POR,SG,4.0,0.0,12.3,1.5,2.5,0.6,1.0,1.5,0.667,0.5,1.0,0.5,0.8,1.0,1.0,1.0,0.0,1.0,1.0,0.8,2.5,0.0,0.3,1.8,5.0,
323,Jalen Wilson,25.0,BRK,PF,18.0,0.0,14.4,1.6,4.4,0.354,1.0,3.0,0.333,0.6,1.4,0.4,0.468,0.9,1.2,0.762,0.1,0.9,1.0,0.6,0.2,0.0,0.6,1.3,5.0,
324,Tony Bradley,28.0,IND,C,21.0,3.0,11.8,2.0,3.3,0.586,0.0,0.0,0.0,2.0,3.3,0.594,0.586,1.0,1.4,0.724,1.6,1.0,2.7,0.6,0.1,0.2,0.4,2.1,4.9,
325,Jaylen Clark,24.0,MIN,SG,21.0,0.0,14.9,1.7,3.9,0.432,0.7,2.0,0.349,1.0,1.8,0.526,0.525,0.8,1.2,0.654,1.1,1.2,2.3,0.4,0.8,0.1,0.3,1.8,4.9,
326,RayJ Dennis,24.0,IND,PG,13.0,0.0,12.9,1.7,5.5,0.306,0.9,2.9,0.316,0.8,2.6,0.294,0.389,0.6,0.7,0.889,0.6,1.0,1.6,2.0,0.2,0.3,1.1,1.2,4.9,
327,Micah Peavy,24.0,NOP,SG,20.0,1.0,16.5,2.1,5.1,0.402,0.3,1.6,0.188,1.8,3.5,0.5,0.431,0.5,0.7,0.714,1.1,1.4,2.5,1.2,0.7,0.1,0.5,1.8,4.9,
328,Sidy Cissoko,21.0,POR,SF,18.0,9.0,18.1,1.7,4.2,0.408,0.7,2.3,0.31,1.0,1.9,0.529,0.493,0.7,1.0,0.667,0.7,1.4,2.1,1.3,0.5,0.1,0.8,2.4,4.8,
329,KJ Simpson,23.0,CHO,PG,10.0,0.0,13.6,1.7,5.0,0.34,0.7,1.9,0.368,1.0,3.1,0.323,0.41,0.7,1.0,0.7,0.3,1.6,1.9,2.5,1.0,0.0,1.8,1.1,4.8,
330,Trey Alexander,22.0,NOP,SG,3.0,0.0,12.3,2.0,3.0,0.667,0.7,1.0,0.667,1.3,2.0,0.667,0.778,0.0,0.0,,0.0,1.3,1.3,1.3,0.3,0.3,0.3,1.3,4.7,
331,Justin Champagnie,24.0,WAS,SF,20.0,5.0,13.1,1.6,3.5,0.443,0.3,1.3,0.24,1.3,2.3,0.556,0.486,1.3,1.5,0.862,1.6,2.2,3.8,0.9,0.7,0.4,0.4,1.1,4.7,
332,Oso Ighodaro,23.0,PHO,PF,23.0,5.0,17.4,2.1,3.6,0.59,0.0,0.0,0.0,2.1,3.6,0.598,0.59,0.4,1.1,0.385,0.8,2.7,3.5,1.7,0.7,0.6,1.2,2.5,4.7,
333,Asa Newell,20.0,ATL,PF,15.0,0.0,8.5,1.7,3.1,0.543,0.7,1.5,0.5,0.9,1.6,0.583,0.663,0.5,0.7,0.8,0.9,0.7,1.5,0.4,0.4,0.2,0.4,1.1,4.6,
334,Jeremiah Robinson-Earl,25.0,IND,PF,17.0,3.0,17.6,1.7,4.9,0.349,0.5,1.9,0.242,1.2,2.9,0.42,0.398,0.8,0.8,0.929,1.9,3.3,5.2,0.7,0.4,0.1,0.6,1.4,4.6,
335,Jarred Vanderbilt,26.0,LAL,PF,14.0,2.0,18.4,1.6,3.6,0.44,0.3,1.0,0.286,1.3,2.6,0.5,0.48,1.1,1.4,0.842,1.4,4.2,5.6,1.5,1.0,0.4,1.6,1.9,4.6,
336,Jabari Walker,23.0,PHI,PF,21.0,5.0,13.5,1.8,3.7,0.474,0.5,1.5,0.344,1.2,2.2,0.565,0.545,0.6,0.7,0.8,1.2,2.3,3.5,0.6,0.1,0.3,0.5,1.8,4.6,
337,DeAndre Jordan,37.0,NOP,C,2.0,1.0,11.5,2.0,2.5,0.8,0.0,0.0,,2.0,2.5,0.8,0.8,0.5,1.0,0.5,2.0,3.0,5.0,0.0,0.0,0.0,0.5,0.5,4.5,
338,Garrison Mathews,29.0,IND,SG,8.0,1.0,13.3,1.1,3.0,0.375,0.9,2.8,0.318,0.3,0.3,1.0,0.521,1.4,1.8,0.786,0.1,0.8,0.9,0.5,0.4,0.1,0.4,1.1,4.5,
