INDEX,PLAYER_NORM,G,MPG,PTS,REB,AST,STL,BLK,3PM,FG%,FT%,TO,RANK_SCORE,RANK
10003.0,victor wembanyama,67.8,32.96176470588235,25.945454545454545,11.370454545454546,4.011363636363636,1.2272727272727273,3.7636363636363632,2.261363636363636,0.50075,0.8180227272727272,3.506818181818182,14.917878000519863,1
10001.0,nikola jokic,73.2,35.71764705882353,28.077272727272728,12.304545454545456,10.011363636363637,1.6272727272727272,0.734090909090909,1.8568181818181817,0.5781818181818181,0.8077954545454545,3.1931818181818183,13.427964274099185,2
10004.0,luka doncic,70.8,35.84117647058824,30.47272727272727,8.424999999999999,8.588636363636363,1.6409090909090909,0.4886363636363636,3.595454545454545,0.475840909090909,0.7829772727272727,3.76590909090909,11.207811849488918,3
10002.0,shai gilgeous alexander,74.0,33.84117647058824,32.34318181818182,5.236363636363636,6.395454545454545,1.7409090909090907,0.9795454545454544,1.9818181818181817,0.5210227272727272,0.89175,2.377272727272727,11.16451521220964,4
10006.0,anthony davis,63.4,34.30294117647059,24.775,11.463636363636365,3.686363636363637,1.1704545454545454,2.1772727272727272,0.7318181818181818,0.5181818181818182,0.7868636363636363,2.329545454545454,10.40037671106932,5
10005.0,giannis antetokounmpo,70.0,34.502941176470586,31.461363636363636,11.825,6.779545454545454,0.9477272727272726,1.0840909090909092,0.5045454545454545,0.5979318181818181,0.6331136363636364,3.4,8.44197607288515,6
10021.0,derrick white,69.6,33.73235294117647,17.522727272727273,4.893181818181818,5.552272727272726,1.059090909090909,1.1545454545454543,3.372727272727273,0.4415,0.8632272727272726,1.8590909090909091,8.270707855600184,7
10014.0,tyrese maxey,67.4,37.81764705882353,26.086363636363632,3.5068181818181814,6.086363636363636,1.4613636363636364,0.4113636363636364,3.161363636363636,0.4440681818181818,0.8735681818181817,2.177272727272727,8.105671769083692,8
10015.0,stephen curry,66.8,32.44117647058823,25.465909090909086,4.588636363636363,5.806818181818182,0.9886363636363636,0.4227272727272727,4.55,0.4507727272727272,0.9285227272727272,2.877272727272727,8.073305717897872,9
10008.0,anthony edwards,73.0,36.402941176470584,27.82272727272727,5.788636363636363,4.922727272727272,1.2613636363636362,0.634090909090909,3.879545454545454,0.4521590909090909,0.8337045454545453,3.2204545454545452,7.999494739311272,10
10030.0,chet holmgren,64.4,30.08235294117647,17.69090909090909,9.143181818181818,2.584090909090909,0.7659090909090908,2.127272727272727,1.693181818181818,0.5047727272727272,0.7730454545454546,1.8727272727272728,7.982683457482396,11
10018.0,donovan mitchell,70.8,32.10588235294118,25.634090909090908,4.720454545454545,5.404545454545454,1.4340909090909089,0.35,3.418181818181818,0.4534090909090909,0.8440681818181818,2.370454545454545,7.894211178937343,12
10017.0,lamelo ball,50.8,32.70882352941177,25.570454545454545,5.559090909090909,7.859090909090909,1.2863636363636364,0.2954545454545454,3.8568181818181815,0.4151590909090908,0.846090909090909,3.6772727272727272,7.637844710359008,13
10020.0,evan mobley,71.6,31.211764705882352,19.145454545454548,9.825,3.4318181818181817,0.9204545454545456,1.609090909090909,1.209090909090909,0.5571818181818182,0.7229545454545454,2.1045454545454545,7.444880609748469,14
10010.0,james harden,74.6,34.555882352941175,20.743181818181817,5.511363636363636,8.454545454545453,1.3318181818181816,0.7136363636363635,2.843181818181818,0.4208863636363635,0.8738181818181817,3.709090909090909,7.22063854926732,15
10044.0,kristaps porzingis,49.8,28.208823529411763,20.111363636363635,7.24090909090909,2.1795454545454547,0.7886363636363636,1.5636363636363635,2.2727272727272725,0.4814772727272727,0.823931818181818,1.5863636363636364,7.19201500255628,16
10036.0,kawhi leonard,52.0,31.985294117647054,21.913636363636364,5.934090909090909,3.3022727272727272,1.5863636363636364,0.6431818181818181,2.0522727272727272,0.5019090909090909,0.8350681818181818,1.834090909090909,7.093111569135622,17
10029.0,jaren jackson,65.8,30.54705882352941,22.506818181818183,6.065909090909091,2.215909090909091,1.1772727272727272,1.6977272727272728,2.011363636363636,0.4812272727272726,0.7935454545454546,2.3136363636363635,7.033025654116179,18
10025.0,scottie barnes,69.8,34.0735294117647,19.595454545454544,8.031818181818183,5.927272727272728,1.3795454545454542,1.1363636363636362,1.331818181818182,0.4593181818181818,0.765340909090909,2.79090909090909,6.992174734437002,19
10061.0,walker kessler,63.8,29.758823529411764,11.76590909090909,11.379545454545454,1.5636363636363635,0.609090909090909,2.5159090909090907,0.334090909090909,0.6666136363636364,0.5938636363636364,1.5977272727272729,6.980757491501343,20
10031.0,alperen sengun,74.0,32.673529411764704,21.73863636363636,10.563636363636364,6.086363636363636,1.179545454545455,0.8931818181818182,0.5022727272727272,0.5230454545454546,0.7109772727272727,2.5977272727272727,6.9097180157473765,21
10019.0,lebron james,54.6,34.02058823529411,24.49090909090909,7.397727272727272,7.795454545454545,1.0681818181818183,0.5545454545454545,2.0977272727272727,0.5194545454545455,0.7705227272727272,3.5295454545454543,6.799808850759971,22
10037.0,dyson daniels,73.2,32.508823529411764,13.06590909090909,5.822727272727272,4.788636363636363,2.645454545454545,0.6795454545454545,1.0477272727272728,0.4848863636363636,0.6297045454545454,2.0,6.792249277810301,23
10027.0,jalen williams,64.4,32.30294117647059,21.672727272727272,5.229545454545454,5.113636363636363,1.5249999999999997,0.6772727272727272,1.759090909090909,0.4919318181818182,0.7978181818181818,2.109090909090909,6.774364061077953,24
10024.0,amen thompson,72.0,33.029411764705884,14.89090909090909,8.322727272727272,4.779545454545454,1.570454545454545,1.259090909090909,0.4659090909090909,0.5437045454545455,0.6882499999999999,2.0386363636363636,6.702281545453582,25
